# ctmc

210605_232706_580403 :: res_from_gt_ctmc_210605_204049_2_0_210605_222812_grs	log/no_ibt_ctmc_0_46_100_100_MOT/log/CTMC_0_46_100_100/res_from_gt_2_assoc0_iou0_MOT	66.03	63.159	69.585	80.080	74.056	214.000	89.998	1615.000	1610.000	1099384.000	1090578.000	80389.000	69.853	70.417	74.873	75.235	80.001	69.67	97.82	71.368	69.812	11168.000	3.096	90.010	90.362	89.638	985463.000	113921.000	105115.000	80.099	89.649	90.373	1196.000	369.000	50.000	22.848	1.306	985590.000	104988.000	113794.000	2.387	124.574	76.140
210605_232632_785644 :: res_from_gt_ctmc_210605_204049_2_1_210605_222812_grs	log/no_ibt_ctmc_0_46_100_100_MOT/log/CTMC_0_46_100_100/res_from_gt_2_assoc0_iou1_MOT	68.102	65.506	71.355	83.605	77.399	69.000	91.731	1615.000	1605.000	1099384.000	1080947.000	80389.000	70.88	72.089	75.752	76.629	79.926	71.071	98.467	73.192	72.069	8836.000	2.724	91.736	92.514	90.962	1000025.000	99359.000	80922.000	83.611	90.967	92.519	1250.000	321.000	44.000	19.876	1.006	1000079.000	80868.000	99305.000	0.759	97.134	75.995
210605_232642_284994 :: res_from_gt_ctmc_210605_204049_2_2_210605_222812_grs	log/no_ibt_ctmc_0_46_100_100_MOT/log/CTMC_0_46_100_100/res_from_gt_2_assoc0_iou2_MOT	68.316	65.763	71.523	84.108	77.585	62.000	91.980	1615.000	1604.000	1099384.000	1079765.000	80389.000	70.988	72.278	75.829	76.766	79.94	71.209	98.372	73.39	72.196	8574.000	2.663	91.985	92.816	91.159	1002192.000	97192.000	77573.000	84.113	91.164	92.821	1253.000	319.000	43.000	19.752	0.964	1002247.000	77518.000	97137.000	0.680	94.050	75.974
210605_232645_961926 :: res_from_gt_ctmc_210605_204049_2_3_210605_222812_grs	log/no_ibt_ctmc_0_46_100_100_MOT/log/CTMC_0_46_100_100/res_from_gt_2_assoc0_iou3_MOT	68.538	66.023	71.703	84.790	78.328	54.000	92.317	1615.000	1603.000	1099384.000	1077744.000	80389.000	71.074	72.501	75.897	76.933	79.974	71.341	98.215	73.624	72.31	8305.000	2.601	92.322	93.244	91.409	1004932.000	94452.000	72812.000	84.795	91.413	93.249	1265.000	308.000	42.000	19.071	0.905	1004983.000	72761.000	94401.000	0.591	90.851	75.940
210605_232542_323694 :: res_from_gt_ctmc_210605_204049_2_4_210605_222812_grs	log/no_ibt_ctmc_0_46_100_100_MOT/log/CTMC_0_46_100_100/res_from_gt_2_assoc0_iou4_MOT	68.818	66.355	71.921	86.203	79.814	43.000	93.013	1615.000	1602.000	1099384.000	1073235.000	80389.000	71.133	72.866	75.951	77.187	80.069	71.48	97.864	74.007	72.426	8050.000	2.539	93.020	94.146	91.907	1010409.000	88975.000	62826.000	86.207	91.914	94.154	1289.000	285.000	41.000	17.647	0.781	1010489.000	62746.000	88895.000	0.468	87.582	75.866
210605_232510_241376 :: res_from_gt_ctmc_210605_204049_2_5_210605_222812_grs	log/no_ibt_ctmc_0_46_100_100_MOT/log/CTMC_0_46_100_100/res_from_gt_2_assoc0_iou5_MOT	69.184	66.785	72.209	92.047	85.882	5.000	95.962	1615.000	1597.000	1099384.000	1064198.000	80389.000	71.13	73.481	75.979	77.602	80.29	71.623	97.18	74.652	72.547	4481.000	2.477	95.959	97.548	94.426	1038108.000	61276.000	26090.000	92.047	94.423	97.545	1387.000	188.000	40.000	11.641	0.325	1038076.000	26122.000	61308.000	0.053	47.456	75.375
210605_232108_687409 :: res_from_gt_ctmc_210605_204049_2_6_210605_222812_grs	log/no_ibt_ctmc_0_46_100_100_MOT/log/CTMC_0_46_100_100/res_from_gt_2_assoc0_iou6_MOT	69.717	67.372	72.653	93.494	83.839	14.000	96.665	1615.000	1587.000	1099384.000	1048582.000	80389.000	71.093	74.538	76.015	78.326	80.793	71.827	95.98	75.755	72.71	428.000	3.467	96.671	99.007	94.432	1038166.000	61218.000	10416.000	93.496	94.437	99.013	1354.000	205.000	56.000	12.693	0.129	1038229.000	10353.000	61155.000	0.148	4.532	76.134
210605_231452_519156 :: res_from_gt_ctmc_210605_204049_2_7_210605_222812_grs	log/no_ibt_ctmc_0_46_100_100_MOT/log/CTMC_0_46_100_100/res_from_gt_2_assoc0_iou7_MOT	69.797	67.208	72.89	88.877	74.241	9.000	94.180	1615.000	1566.000	1099384.000	1005699.000	80389.000	70.077	76.605	75.655	79.689	82.078	71.433	92.925	77.894	72.383	374.000	5.387	94.191	98.566	90.167	991280.000	108104.000	14419.000	88.878	90.178	98.579	1199.000	329.000	87.000	20.372	0.178	991403.000	14296.000	107981.000	0.100	4.147	78.524
210605_230814_606062 :: res_from_gt_ctmc_210605_204049_2_8_210605_222812_grs	log/no_ibt_ctmc_0_46_100_100_MOT/log/CTMC_0_46_100_100/res_from_gt_2_assoc0_iou8_MOT	67.287	63.065	71.992	77.777	55.294	16.000	87.799	1615.000	1507.000	1099384.000	906231.000	80389.000	65.526	79.493	74.28	81.686	84.475	68.662	86.264	80.842	69.738	577.000	13.684	87.819	97.156	80.086	880458.000	218926.000	25773.000	77.778	80.104	97.178	893.000	501.000	221.000	31.022	0.318	880656.000	25575.000	218728.000	0.200	7.203	82.220
210605_230407_560161 :: res_from_gt_ctmc_210605_204049_2_9_210605_222812_grs	log/no_ibt_ctmc_0_46_100_100_MOT/log/CTMC_0_46_100_100/res_from_gt_2_assoc0_iou9_MOT	52.026	42.651	63.597	46.486	18.266	47.000	65.838	1615.000	1269.000	1099384.000	630310.000	80389.000	45.169	78.783	66.253	82.695	86.417	53.59	67.145	80.014	53.725	827.000	40.186	65.989	90.336	51.792	569395.000	529989.000	60915.000	46.490	51.912	90.544	295.000	671.000	649.000	41.548	0.741	570707.000	59603.000	528677.000	0.905	15.931	85.228

210605_232441_037008 :: res_from_gt_ctmc_210605_204049_3_0_210605_222812_grs	log/no_ibt_ctmc_0_46_100_100_MOT/log/CTMC_0_46_100_100/res_from_gt_2_assoc1_iou0_MOT	67.687	65.062	70.974	82.810	76.656	53.000	91.327	1615.000	1604.000	1099384.000	1081302.000	80389.000	70.632	71.813	75.537	76.387	79.912	70.755	98.499	72.899	71.804	9253.000	2.786	91.336	92.090	90.576	995774.000	103610.000	85528.000	82.815	90.585	92.100	1238.000	332.000	45.000	20.557	1.063	995877.000	85425.000	103507.000	0.585	102.147	76.010
